GEOID,state_alpha,year,forecast_date,hls_ndvi_mean,hls_ndvi_std,hls_evi_mean,hls_evi_std,hls_n_granules
08013,CO,2022,08-01,0.3073527812957763,0.1445710211992263,0.2074639946222305,0.1156215965747833,5
08013,CO,2022,09-01,0.4577359855175018,0.186057835817337,0.2540340423583984,0.1253793090581894,5
08013,CO,2022,10-01,0.3518534898757934,0.1870107054710388,0.2295630425214767,0.1444629579782486,5
08013,CO,2022,EOS,0.2842448353767395,0.1033961176872253,0.1703681647777557,0.0757705867290496,5
08013,CO,2023,08-01,0.4975377917289734,0.1833084821701049,0.3425308465957641,0.1281792372465133,5
08013,CO,2023,09-01,0.4809446334838867,0.1591021418571472,0.2325301468372345,0.0935523584485054,5
08013,CO,2023,10-01,0.4020518958568573,0.1687244027853012,0.2466569691896438,0.1313431411981582,5
08013,CO,2023,EOS,0.2991577684879303,0.0906847417354583,0.1863671094179153,0.0682921186089515,5
08013,CO,2024,08-01,0.3000156879425049,0.156521663069725,0.1903618723154068,0.1042382344603538,5
08013,CO,2024,09-01,0.4383294284343719,0.2100365310907364,0.2977948784828186,0.1812542378902435,5
08013,CO,2024,10-01,0.4007781147956848,0.1632500141859054,0.2581395804882049,0.1310477405786514,5
08013,CO,2024,EOS,0.3319516181945801,0.1646872758865356,0.1634967476129531,0.0627010241150856,5
08013,CO,2025,09-01,0.5007447004318237,0.2010996788740158,0.3325912952423095,0.1751973778009414,5
08013,CO,2025,10-01,0.3293230831623077,0.1192071065306663,0.1754155457019806,0.0726177617907524,5
08013,CO,2025,EOS,0.3871419727802276,0.1785783171653747,0.1860187798738479,0.0694507956504821,5
08017,CO,2013,08-01,0.3634800314903259,0.1942276209592819,0.2949375808238983,0.1918697655200958,5
08017,CO,2013,09-01,0.4395014345645904,0.1958701610565185,0.3014018833637237,0.1623838245868683,5
08017,CO,2013,10-01,0.4576157033443451,0.1750382632017135,0.2194802910089492,0.0992957130074501,5
08017,CO,2013,EOS,0.3259130418300628,0.1213009804487228,0.1619215309619903,0.0492470525205135,5
08017,CO,2014,08-01,0.4372920393943786,0.1594955772161483,0.2829758822917938,0.12387266010046,5
08017,CO,2014,09-01,0.2503957450389862,0.1232199072837829,0.148299753665924,0.0557672008872032,5
08017,CO,2014,10-01,0.2894467711448669,0.1253564357757568,0.1648167967796325,0.061573039740324,5
08017,CO,2014,EOS,0.3433344066143036,0.1023171916604042,0.208218976855278,0.0818646848201751,5
08017,CO,2015,09-01,0.4059706330299377,0.1587202847003936,0.2823908925056457,0.1450745910406112,5
08017,CO,2015,10-01,0.3542774617671966,0.1607072949409485,0.2327198535203933,0.1304577142000198,5
08017,CO,2015,EOS,0.2996869683265686,0.1302897185087204,0.1719850003719329,0.0660509914159774,5
08017,CO,2016,08-01,0.4697861671447754,0.1920423507690429,0.3422149121761322,0.1590102016925811,5
08017,CO,2016,09-01,0.3558386862277984,0.138705164194107,0.2284981608390808,0.1173559203743934,5
08017,CO,2016,10-01,0.3387594819068908,0.1321837604045868,0.202016681432724,0.1055151373147964,5
08017,CO,2016,EOS,0.263347178697586,0.1409062445163726,0.1455943286418914,0.0692111775279045,5
08017,CO,2017,08-01,0.4975951611995697,0.1836937367916107,0.2560433745384216,0.112048290669918,5
08017,CO,2017,09-01,0.4475966095924377,0.1839290112257003,0.2229977697134018,0.0942281782627105,5
08017,CO,2017,EOS,0.2690750658512115,0.0854781568050384,0.1548846960067749,0.0550991520285606,5
08017,CO,2018,08-01,0.3180157840251922,0.1080116033554077,0.1831472218036651,0.0735767781734466,5
08017,CO,2018,09-01,0.3227007389068603,0.1200116798281669,0.2260032445192337,0.0746492892503738,5
08017,CO,2018,10-01,0.3740192353725433,0.1540053188800811,0.2277048975229263,0.1176727190613746,5
08017,CO,2018,EOS,0.3293175101280212,0.1589534282684326,0.1566716283559799,0.0672685578465461,5
08017,CO,2019,08-01,0.4284201264381408,0.186119332909584,0.2911440730094909,0.1241149231791496,5
08017,CO,2019,09-01,0.4077529609203338,0.1913199722766876,0.2597483992576599,0.1421630531549453,5
08017,CO,2019,10-01,0.3351287841796875,0.1391198486089706,0.172259047627449,0.0729226544499397,5
08017,CO,2019,EOS,0.2957567572593689,0.1513941884040832,0.1518690735101699,0.0529979206621646,5
08017,CO,2020,08-01,0.3860664069652557,0.1991945952177047,0.2684923410415649,0.1556119322776794,5
08017,CO,2020,09-01,0.2478927820920944,0.1175085380673408,0.1500675678253173,0.0508338660001754,5
08017,CO,2020,10-01,0.3697461783885956,0.1497137397527694,0.2392206341028213,0.100496232509613,5
08017,CO,2020,EOS,0.265617698431015,0.0607960596680641,0.169278085231781,0.0450289621949195,5
08017,CO,2021,08-01,0.4076795876026153,0.1560534387826919,0.2750010788440704,0.1284693330526352,5
08017,CO,2021,09-01,0.4279749989509582,0.1841218620538711,0.3094553649425506,0.1625954806804657,5
08017,CO,2021,EOS,0.3002149760723114,0.095044270157814,0.1897014677524566,0.0665552765130996,5
08017,CO,2022,08-01,0.3073527812957763,0.1445710211992263,0.2074639946222305,0.1156215965747833,5
08017,CO,2022,09-01,0.4577359855175018,0.186057835817337,0.2540340423583984,0.1253793090581894,5
08017,CO,2022,10-01,0.3518534898757934,0.1870107054710388,0.2295630425214767,0.1444629579782486,5
08017,CO,2022,EOS,0.2842448353767395,0.1033961176872253,0.1703681647777557,0.0757705867290496,5
08017,CO,2023,08-01,0.4975377917289734,0.1833084821701049,0.3425308465957641,0.1281792372465133,5
08017,CO,2023,09-01,0.4809446334838867,0.1591021418571472,0.2325301468372345,0.0935523584485054,5
08017,CO,2023,10-01,0.4020518958568573,0.1687244027853012,0.2466569691896438,0.1313431411981582,5
08017,CO,2023,EOS,0.2991577684879303,0.0906847417354583,0.1863671094179153,0.0682921186089515,5
08017,CO,2024,08-01,0.3000156879425049,0.156521663069725,0.1903618723154068,0.1042382344603538,5
08017,CO,2024,09-01,0.4383294284343719,0.2100365310907364,0.2977948784828186,0.1812542378902435,5
08017,CO,2024,10-01,0.4007781147956848,0.1632500141859054,0.2581395804882049,0.1310477405786514,5
08017,CO,2024,EOS,0.3319516181945801,0.1646872758865356,0.1634967476129531,0.0627010241150856,5
08017,CO,2025,09-01,0.5007447004318237,0.2010996788740158,0.3325912952423095,0.1751973778009414,5
08017,CO,2025,10-01,0.3293230831623077,0.1192071065306663,0.1754155457019806,0.0726177617907524,5
08017,CO,2025,EOS,0.3871419727802276,0.1785783171653747,0.1860187798738479,0.0694507956504821,5
08025,CO,2013,08-01,0.3634800314903259,0.1942276209592819,0.2949375808238983,0.1918697655200958,5
08025,CO,2013,09-01,0.4395014345645904,0.1958701610565185,0.3014018833637237,0.1623838245868683,5
08025,CO,2013,10-01,0.4576157033443451,0.1750382632017135,0.2194802910089492,0.0992957130074501,5
08025,CO,2013,EOS,0.3259130418300628,0.1213009804487228,0.1619215309619903,0.0492470525205135,5
08025,CO,2014,08-01,0.4372920393943786,0.1594955772161483,0.2829758822917938,0.12387266010046,5
08025,CO,2014,09-01,0.2503957450389862,0.1232199072837829,0.148299753665924,0.0557672008872032,5
08025,CO,2014,10-01,0.2894467711448669,0.1253564357757568,0.1648167967796325,0.061573039740324,5
08025,CO,2014,EOS,0.3433344066143036,0.1023171916604042,0.208218976855278,0.0818646848201751,5
08025,CO,2015,09-01,0.4059706330299377,0.1587202847003936,0.2823908925056457,0.1450745910406112,5
08025,CO,2015,10-01,0.3542774617671966,0.1607072949409485,0.2327198535203933,0.1304577142000198,5
08025,CO,2015,EOS,0.2996869683265686,0.1302897185087204,0.1719850003719329,0.0660509914159774,5
08025,CO,2016,08-01,0.4697861671447754,0.1920423507690429,0.3422149121761322,0.1590102016925811,5
08025,CO,2016,09-01,0.3558386862277984,0.138705164194107,0.2284981608390808,0.1173559203743934,5
08025,CO,2016,10-01,0.3387594819068908,0.1321837604045868,0.202016681432724,0.1055151373147964,5
08025,CO,2016,EOS,0.263347178697586,0.1409062445163726,0.1455943286418914,0.0692111775279045,5
08025,CO,2017,08-01,0.4975951611995697,0.1836937367916107,0.2560433745384216,0.112048290669918,5
08025,CO,2017,09-01,0.4475966095924377,0.1839290112257003,0.2229977697134018,0.0942281782627105,5
08025,CO,2017,EOS,0.2690750658512115,0.0854781568050384,0.1548846960067749,0.0550991520285606,5
08025,CO,2018,08-01,0.3180157840251922,0.1080116033554077,0.1831472218036651,0.0735767781734466,5
08025,CO,2018,09-01,0.3227007389068603,0.1200116798281669,0.2260032445192337,0.0746492892503738,5
08025,CO,2018,10-01,0.3740192353725433,0.1540053188800811,0.2277048975229263,0.1176727190613746,5
08025,CO,2018,EOS,0.3293175101280212,0.1589534282684326,0.1566716283559799,0.0672685578465461,5
08025,CO,2019,08-01,0.4284201264381408,0.186119332909584,0.2911440730094909,0.1241149231791496,5
08025,CO,2019,09-01,0.4077529609203338,0.1913199722766876,0.2597483992576599,0.1421630531549453,5
08025,CO,2019,10-01,0.3351287841796875,0.1391198486089706,0.172259047627449,0.0729226544499397,5
08025,CO,2019,EOS,0.2957567572593689,0.1513941884040832,0.1518690735101699,0.0529979206621646,5
08025,CO,2020,08-01,0.3860664069652557,0.1991945952177047,0.2684923410415649,0.1556119322776794,5
08025,CO,2020,09-01,0.2478927820920944,0.1175085380673408,0.1500675678253173,0.0508338660001754,5
08025,CO,2020,10-01,0.3697461783885956,0.1497137397527694,0.2392206341028213,0.100496232509613,5
08025,CO,2020,EOS,0.265617698431015,0.0607960596680641,0.169278085231781,0.0450289621949195,5
08025,CO,2021,08-01,0.4076795876026153,0.1560534387826919,0.2750010788440704,0.1284693330526352,5
08025,CO,2021,09-01,0.4279749989509582,0.1841218620538711,0.3094553649425506,0.1625954806804657,5
08025,CO,2021,EOS,0.3002149760723114,0.095044270157814,0.1897014677524566,0.0665552765130996,5
08025,CO,2022,08-01,0.3073527812957763,0.1445710211992263,0.2074639946222305,0.1156215965747833,5
08025,CO,2022,09-01,0.4577359855175018,0.186057835817337,0.2540340423583984,0.1253793090581894,5
08025,CO,2022,10-01,0.3518534898757934,0.1870107054710388,0.2295630425214767,0.1444629579782486,5
08025,CO,2022,EOS,0.2842448353767395,0.1033961176872253,0.1703681647777557,0.0757705867290496,5
08025,CO,2023,08-01,0.4975377917289734,0.1833084821701049,0.3425308465957641,0.1281792372465133,5
08025,CO,2023,09-01,0.4809446334838867,0.1591021418571472,0.2325301468372345,0.0935523584485054,5
08025,CO,2023,10-01,0.4020518958568573,0.1687244027853012,0.2466569691896438,0.1313431411981582,5
08025,CO,2023,EOS,0.2991577684879303,0.0906847417354583,0.1863671094179153,0.0682921186089515,5
08025,CO,2024,08-01,0.3000156879425049,0.156521663069725,0.1903618723154068,0.1042382344603538,5
08025,CO,2024,09-01,0.4383294284343719,0.2100365310907364,0.2977948784828186,0.1812542378902435,5
08025,CO,2024,10-01,0.4007781147956848,0.1632500141859054,0.2581395804882049,0.1310477405786514,5
08025,CO,2024,EOS,0.3319516181945801,0.1646872758865356,0.1634967476129531,0.0627010241150856,5
08025,CO,2025,09-01,0.5007447004318237,0.2010996788740158,0.3325912952423095,0.1751973778009414,5
08025,CO,2025,10-01,0.3293230831623077,0.1192071065306663,0.1754155457019806,0.0726177617907524,5
08025,CO,2025,EOS,0.3871419727802276,0.1785783171653747,0.1860187798738479,0.0694507956504821,5
08029,CO,2013,08-01,0.3634800314903259,0.1942276209592819,0.2949375808238983,0.1918697655200958,5
08029,CO,2013,09-01,0.4395014345645904,0.1958701610565185,0.3014018833637237,0.1623838245868683,5
08029,CO,2013,10-01,0.4576157033443451,0.1750382632017135,0.2194802910089492,0.0992957130074501,5
08029,CO,2013,EOS,0.3259130418300628,0.1213009804487228,0.1619215309619903,0.0492470525205135,5
08029,CO,2014,08-01,0.4372920393943786,0.1594955772161483,0.2829758822917938,0.12387266010046,5
08029,CO,2014,09-01,0.2503957450389862,0.1232199072837829,0.148299753665924,0.0557672008872032,5
08029,CO,2014,10-01,0.2894467711448669,0.1253564357757568,0.1648167967796325,0.061573039740324,5
08029,CO,2014,EOS,0.3433344066143036,0.1023171916604042,0.208218976855278,0.0818646848201751,5
08029,CO,2015,09-01,0.4059706330299377,0.1587202847003936,0.2823908925056457,0.1450745910406112,5
08029,CO,2015,10-01,0.3542774617671966,0.1607072949409485,0.2327198535203933,0.1304577142000198,5
08029,CO,2015,EOS,0.2996869683265686,0.1302897185087204,0.1719850003719329,0.0660509914159774,5
08029,CO,2016,08-01,0.4697861671447754,0.1920423507690429,0.3422149121761322,0.1590102016925811,5
08029,CO,2016,09-01,0.3558386862277984,0.138705164194107,0.2284981608390808,0.1173559203743934,5
08029,CO,2016,10-01,0.3387594819068908,0.1321837604045868,0.202016681432724,0.1055151373147964,5
08029,CO,2016,EOS,0.263347178697586,0.1409062445163726,0.1455943286418914,0.0692111775279045,5
08029,CO,2017,08-01,0.4975951611995697,0.1836937367916107,0.2560433745384216,0.112048290669918,5
08029,CO,2017,09-01,0.4475966095924377,0.1839290112257003,0.2229977697134018,0.0942281782627105,5
08029,CO,2017,EOS,0.2690750658512115,0.0854781568050384,0.1548846960067749,0.0550991520285606,5
08029,CO,2018,08-01,0.3180157840251922,0.1080116033554077,0.1831472218036651,0.0735767781734466,5
08029,CO,2018,09-01,0.3227007389068603,0.1200116798281669,0.2260032445192337,0.0746492892503738,5
08029,CO,2018,10-01,0.3740192353725433,0.1540053188800811,0.2277048975229263,0.1176727190613746,5
08029,CO,2018,EOS,0.3293175101280212,0.1589534282684326,0.1566716283559799,0.0672685578465461,5
08029,CO,2019,08-01,0.4284201264381408,0.186119332909584,0.2911440730094909,0.1241149231791496,5
08029,CO,2019,09-01,0.4077529609203338,0.1913199722766876,0.2597483992576599,0.1421630531549453,5
08029,CO,2019,10-01,0.3351287841796875,0.1391198486089706,0.172259047627449,0.0729226544499397,5
08029,CO,2019,EOS,0.2957567572593689,0.1513941884040832,0.1518690735101699,0.0529979206621646,5
08029,CO,2020,08-01,0.3860664069652557,0.1991945952177047,0.2684923410415649,0.1556119322776794,5
08029,CO,2020,09-01,0.2478927820920944,0.1175085380673408,0.1500675678253173,0.0508338660001754,5
08029,CO,2020,10-01,0.3697461783885956,0.1497137397527694,0.2392206341028213,0.100496232509613,5
08029,CO,2020,EOS,0.265617698431015,0.0607960596680641,0.169278085231781,0.0450289621949195,5
08029,CO,2021,08-01,0.4076795876026153,0.1560534387826919,0.2750010788440704,0.1284693330526352,5
08029,CO,2021,09-01,0.4279749989509582,0.1841218620538711,0.3094553649425506,0.1625954806804657,5
08029,CO,2021,EOS,0.3002149760723114,0.095044270157814,0.1897014677524566,0.0665552765130996,5
08029,CO,2022,08-01,0.3073527812957763,0.1445710211992263,0.2074639946222305,0.1156215965747833,5
08029,CO,2022,09-01,0.4577359855175018,0.186057835817337,0.2540340423583984,0.1253793090581894,5
08029,CO,2022,10-01,0.3518534898757934,0.1870107054710388,0.2295630425214767,0.1444629579782486,5
08029,CO,2022,EOS,0.2842448353767395,0.1033961176872253,0.1703681647777557,0.0757705867290496,5
08029,CO,2023,08-01,0.4975377917289734,0.1833084821701049,0.3425308465957641,0.1281792372465133,5
08029,CO,2023,09-01,0.4809446334838867,0.1591021418571472,0.2325301468372345,0.0935523584485054,5
08029,CO,2023,10-01,0.4020518958568573,0.1687244027853012,0.2466569691896438,0.1313431411981582,5
08029,CO,2023,EOS,0.2991577684879303,0.0906847417354583,0.1863671094179153,0.0682921186089515,5
08029,CO,2024,08-01,0.3000156879425049,0.156521663069725,0.1903618723154068,0.1042382344603538,5
08029,CO,2024,09-01,0.4383294284343719,0.2100365310907364,0.2977948784828186,0.1812542378902435,5
08029,CO,2024,10-01,0.4007781147956848,0.1632500141859054,0.2581395804882049,0.1310477405786514,5
08029,CO,2024,EOS,0.3319516181945801,0.1646872758865356,0.1634967476129531,0.0627010241150856,5
08029,CO,2025,09-01,0.5007447004318237,0.2010996788740158,0.3325912952423095,0.1751973778009414,5
08029,CO,2025,10-01,0.3293230831623077,0.1192071065306663,0.1754155457019806,0.0726177617907524,5
08029,CO,2025,EOS,0.3871419727802276,0.1785783171653747,0.1860187798738479,0.0694507956504821,5
08039,CO,2013,08-01,0.3634800314903259,0.1942276209592819,0.2949375808238983,0.1918697655200958,5
08039,CO,2013,09-01,0.4395014345645904,0.1958701610565185,0.3014018833637237,0.1623838245868683,5
08039,CO,2013,10-01,0.4576157033443451,0.1750382632017135,0.2194802910089492,0.0992957130074501,5
08039,CO,2013,EOS,0.3259130418300628,0.1213009804487228,0.1619215309619903,0.0492470525205135,5
08039,CO,2014,08-01,0.4372920393943786,0.1594955772161483,0.2829758822917938,0.12387266010046,5
08039,CO,2014,09-01,0.2503957450389862,0.1232199072837829,0.148299753665924,0.0557672008872032,5
08039,CO,2014,10-01,0.2894467711448669,0.1253564357757568,0.1648167967796325,0.061573039740324,5
08039,CO,2014,EOS,0.3433344066143036,0.1023171916604042,0.208218976855278,0.0818646848201751,5
08039,CO,2015,09-01,0.4059706330299377,0.1587202847003936,0.2823908925056457,0.1450745910406112,5
08039,CO,2015,10-01,0.3542774617671966,0.1607072949409485,0.2327198535203933,0.1304577142000198,5
08039,CO,2015,EOS,0.2996869683265686,0.1302897185087204,0.1719850003719329,0.0660509914159774,5
08039,CO,2016,08-01,0.4697861671447754,0.1920423507690429,0.3422149121761322,0.1590102016925811,5
08039,CO,2016,09-01,0.3558386862277984,0.138705164194107,0.2284981608390808,0.1173559203743934,5
08039,CO,2016,10-01,0.3387594819068908,0.1321837604045868,0.202016681432724,0.1055151373147964,5
08039,CO,2016,EOS,0.263347178697586,0.1409062445163726,0.1455943286418914,0.0692111775279045,5
08039,CO,2017,08-01,0.4975951611995697,0.1836937367916107,0.2560433745384216,0.112048290669918,5
08039,CO,2017,09-01,0.4475966095924377,0.1839290112257003,0.2229977697134018,0.0942281782627105,5
08039,CO,2017,EOS,0.2690750658512115,0.0854781568050384,0.1548846960067749,0.0550991520285606,5
08039,CO,2018,08-01,0.3180157840251922,0.1080116033554077,0.1831472218036651,0.0735767781734466,5
08039,CO,2018,09-01,0.3227007389068603,0.1200116798281669,0.2260032445192337,0.0746492892503738,5
08039,CO,2018,10-01,0.3740192353725433,0.1540053188800811,0.2277048975229263,0.1176727190613746,5
08039,CO,2018,EOS,0.3293175101280212,0.1589534282684326,0.1566716283559799,0.0672685578465461,5
08039,CO,2019,08-01,0.4284201264381408,0.186119332909584,0.2911440730094909,0.1241149231791496,5
08039,CO,2019,09-01,0.4077529609203338,0.1913199722766876,0.2597483992576599,0.1421630531549453,5
08039,CO,2019,10-01,0.3351287841796875,0.1391198486089706,0.172259047627449,0.0729226544499397,5
08039,CO,2019,EOS,0.2957567572593689,0.1513941884040832,0.1518690735101699,0.0529979206621646,5
08039,CO,2020,08-01,0.3860664069652557,0.1991945952177047,0.2684923410415649,0.1556119322776794,5
08039,CO,2020,09-01,0.2478927820920944,0.1175085380673408,0.1500675678253173,0.0508338660001754,5
08039,CO,2020,10-01,0.3697461783885956,0.1497137397527694,0.2392206341028213,0.100496232509613,5
08039,CO,2020,EOS,0.265617698431015,0.0607960596680641,0.169278085231781,0.0450289621949195,5
08039,CO,2021,08-01,0.4076795876026153,0.1560534387826919,0.2750010788440704,0.1284693330526352,5
08039,CO,2021,09-01,0.4279749989509582,0.1841218620538711,0.3094553649425506,0.1625954806804657,5
08039,CO,2021,EOS,0.3002149760723114,0.095044270157814,0.1897014677524566,0.0665552765130996,5
08039,CO,2022,08-01,0.3073527812957763,0.1445710211992263,0.2074639946222305,0.1156215965747833,5
08039,CO,2022,09-01,0.4577359855175018,0.186057835817337,0.2540340423583984,0.1253793090581894,5
08039,CO,2022,10-01,0.3518534898757934,0.1870107054710388,0.2295630425214767,0.1444629579782486,5
08039,CO,2022,EOS,0.2842448353767395,0.1033961176872253,0.1703681647777557,0.0757705867290496,5
08039,CO,2023,08-01,0.4975377917289734,0.1833084821701049,0.3425308465957641,0.1281792372465133,5
08039,CO,2023,09-01,0.4809446334838867,0.1591021418571472,0.2325301468372345,0.0935523584485054,5
08039,CO,2023,10-01,0.4020518958568573,0.1687244027853012,0.2466569691896438,0.1313431411981582,5
08039,CO,2023,EOS,0.2991577684879303,0.0906847417354583,0.1863671094179153,0.0682921186089515,5
08039,CO,2024,08-01,0.3000156879425049,0.156521663069725,0.1903618723154068,0.1042382344603538,5
08039,CO,2024,09-01,0.4383294284343719,0.2100365310907364,0.2977948784828186,0.1812542378902435,5
08039,CO,2024,10-01,0.4007781147956848,0.1632500141859054,0.2581395804882049,0.1310477405786514,5
08039,CO,2024,EOS,0.3319516181945801,0.1646872758865356,0.1634967476129531,0.0627010241150856,5
08039,CO,2025,09-01,0.5007447004318237,0.2010996788740158,0.3325912952423095,0.1751973778009414,5
08039,CO,2025,10-01,0.3293230831623077,0.1192071065306663,0.1754155457019806,0.0726177617907524,5
08039,CO,2025,EOS,0.3871419727802276,0.1785783171653747,0.1860187798738479,0.0694507956504821,5
08041,CO,2013,08-01,0.3634800314903259,0.1942276209592819,0.2949375808238983,0.1918697655200958,5
08041,CO,2013,09-01,0.4395014345645904,0.1958701610565185,0.3014018833637237,0.1623838245868683,5
08041,CO,2013,10-01,0.4576157033443451,0.1750382632017135,0.2194802910089492,0.0992957130074501,5
08041,CO,2013,EOS,0.3259130418300628,0.1213009804487228,0.1619215309619903,0.0492470525205135,5
08041,CO,2014,08-01,0.4372920393943786,0.1594955772161483,0.2829758822917938,0.12387266010046,5
08041,CO,2014,09-01,0.2503957450389862,0.1232199072837829,0.148299753665924,0.0557672008872032,5
08041,CO,2014,10-01,0.2894467711448669,0.1253564357757568,0.1648167967796325,0.061573039740324,5
08041,CO,2014,EOS,0.3433344066143036,0.1023171916604042,0.208218976855278,0.0818646848201751,5
08041,CO,2015,09-01,0.4059706330299377,0.1587202847003936,0.2823908925056457,0.1450745910406112,5
08041,CO,2015,10-01,0.3542774617671966,0.1607072949409485,0.2327198535203933,0.1304577142000198,5
08041,CO,2015,EOS,0.2996869683265686,0.1302897185087204,0.1719850003719329,0.0660509914159774,5
08041,CO,2016,08-01,0.4697861671447754,0.1920423507690429,0.3422149121761322,0.1590102016925811,5
08041,CO,2016,09-01,0.3558386862277984,0.138705164194107,0.2284981608390808,0.1173559203743934,5
08041,CO,2016,10-01,0.3387594819068908,0.1321837604045868,0.202016681432724,0.1055151373147964,5
08041,CO,2016,EOS,0.263347178697586,0.1409062445163726,0.1455943286418914,0.0692111775279045,5
08041,CO,2017,08-01,0.4975951611995697,0.1836937367916107,0.2560433745384216,0.112048290669918,5
08041,CO,2017,09-01,0.4475966095924377,0.1839290112257003,0.2229977697134018,0.0942281782627105,5
08041,CO,2017,EOS,0.2690750658512115,0.0854781568050384,0.1548846960067749,0.0550991520285606,5
08041,CO,2018,08-01,0.3180157840251922,0.1080116033554077,0.1831472218036651,0.0735767781734466,5
08041,CO,2018,09-01,0.3227007389068603,0.1200116798281669,0.2260032445192337,0.0746492892503738,5
08041,CO,2018,10-01,0.3740192353725433,0.1540053188800811,0.2277048975229263,0.1176727190613746,5
08041,CO,2018,EOS,0.3293175101280212,0.1589534282684326,0.1566716283559799,0.0672685578465461,5
08041,CO,2019,08-01,0.4284201264381408,0.186119332909584,0.2911440730094909,0.1241149231791496,5
08041,CO,2019,09-01,0.4077529609203338,0.1913199722766876,0.2597483992576599,0.1421630531549453,5
08041,CO,2019,10-01,0.3351287841796875,0.1391198486089706,0.172259047627449,0.0729226544499397,5
08041,CO,2019,EOS,0.2957567572593689,0.1513941884040832,0.1518690735101699,0.0529979206621646,5
08041,CO,2020,08-01,0.3860664069652557,0.1991945952177047,0.2684923410415649,0.1556119322776794,5
08041,CO,2020,09-01,0.2478927820920944,0.1175085380673408,0.1500675678253173,0.0508338660001754,5
08041,CO,2020,10-01,0.3697461783885956,0.1497137397527694,0.2392206341028213,0.100496232509613,5
08041,CO,2020,EOS,0.265617698431015,0.0607960596680641,0.169278085231781,0.0450289621949195,5
08041,CO,2021,08-01,0.4076795876026153,0.1560534387826919,0.2750010788440704,0.1284693330526352,5
